adjusted_year,country,ISO_A0,region,cases,population_total,RISc,risc_intensity
2000,Panama,PAN,Central America,314,3010369,-1.488770147,low
2006,Panama,PAN,Central America,4293,3375024,0.695446467,high
2011,Panama,PAN,Central America,3844,3693505,0.11508861,expected
2022,Panama,PAN,Central America,11924,4400773,0.237082704,expected
2012,Panama,PAN,Central America,1194,3759256,-1.158894756,low
1993,Panama,PAN,Central America,13,2615099,-1.004902749,low
2013,Panama,PAN,Central America,4774,3825329,0.115047422,expected
2000,Peru,PER,South America,25131,26598331,1.877626319,high
1992,Peru,PER,South America,897,22946340,-0.400020052,expected
2015,Peru,PER,South America,26223,30457600,-0.217879538,expected
2001,Peru,PER,South America,10317,26964601,0.86212785,high
1993,Peru,PER,South America,1471,23413783,-0.040626462,expected
2005,Peru,PER,South America,5527,28101180,-0.26471016,expected
1990,Peru,PER,South America,714,22014771,-0.376521265,expected
1999,Peru,PER,South America,2649,26186504,-0.237423876,expected
2003,Peru,PER,South America,9739,27580490,0.568679234,high
1995,Peru,PER,South America,6395,24348919,1.148970784,high
1991,Peru,PER,South America,1971,22483775,0.512928286,high
1996,Peru,PER,South America,1357,24811171,-0.524306141,low
2016,Peru,PER,South America,72939,30866494,0.6879434,high
2013,Peru,PER,South America,23620,29817919,-0.076008142,expected
2017,Peru,PER,South America,14465,31324637,-1.047286717,low
2011,Peru,PER,South America,19099,29304086,-0.001479342,expected
2020,Peru,PER,South America,27629,32838579,-0.868705261,low
2022,Peru,PER,South America,213197,33475438,0.742312726,high
2019,Peru,PER,South America,66659,32449303,0.18730099,expected
1998,Peru,PER,South America,554,25738095,-1.668296568,low
2006,Peru,PER,South America,5291,28324491,-0.464626026,expected
2004,Peru,PER,South America,6342,27852190,0.013931391,expected
1994,Peru,PER,South America,2732,23881493,0.436722415,expected
2010,Peru,PER,South America,27683,29086019,0.524000087,high
2009,Peru,PER,South America,21008,28896811,0.410031056,expected
2021,Peru,PER,South America,72249,33155882,-0.110760074,expected
2014,Peru,PER,South America,35837,30115826,0.213017888,expected
2008,Peru,PER,South America,17428,28719041,0.389854189,expected
2012,Peru,PER,South America,26124,29550366,0.164169056,expected
2007,Peru,PER,South America,7721,28530699,-0.254094443,expected
2023,Peru,PER,South America,342612,33845617,0.978075932,high
2002,Peru,PER,South America,3622,27288217,-0.30272519,expected
2018,Peru,PER,South America,8756,31897584,-1.68413428,low
1997,Peru,PER,South America,988,25274147,-0.964346509,low
1995,Philippines,PHL,Asia,5166,70546246,-0.515113908,low
2017,Philippines,PHL,Asia,152224,108119693,-0.146195699,expected
1994,Philippines,PHL,Asia,5603,69019291,-0.21433679,expected
2000,Philippines,PHL,Asia,8561,79625397,-0.783295659,low
1993,Philippines,PHL,Asia,5448,67530621,-0.017091863,expected
2003,Philippines,PHL,Asia,29946,84731835,0.149159075,expected
2012,Philippines,PHL,Asia,67699,100175512,-0.627197583,low
2011,Philippines,PHL,Asia,117418,98248614,0.089310567,expected
2018,Philippines,PHL,Asia,216190,109465287,0.229620447,expected
2022,Philippines,PHL,Asia,220020,113964338,0.451538783,expected
1991,Philippines,PHL,Asia,11317,64382249,1.180115568,high
2019,Philippines,PHL,Asia,437563,110804683,0.976293852,high
2008,Philippines,PHL,Asia,39620,92699095,-0.40436086,expected
2002,Philippines,PHL,Asia,16663,83068889,-0.327768149,expected
2021,Philippines,PHL,Asia,79592,113100950,-0.614899054,low
2009,Philippines,PHL,Asia,57819,94384250,-0.229571349,expected
2006,Philippines,PHL,Asia,37101,89508986,-0.081718036,expected
2005,Philippines,PHL,Asia,33901,88015962,-0.001518891,expected
2023,Philippines,PHL,Asia,71474,114891199,-0.623794397,low
2010,Philippines,PHL,Asia,135355,96337125,0.418613619,expected
1999,Philippines,PHL,Asia,9406,77753257,-0.575686279,low
2013,Philippines,PHL,Asia,215139,102076336,0.389814728,expected
1998,Philippines,PHL,Asia,35648,75791024,0.884366036,high
1990,Philippines,PHL,Asia,588,62854666,-1.534528492,low
1996,Philippines,PHL,Asia,14649,72190242,0.327134852,expected
2015,Philippines,PHL,Asia,213930,105312992,0.217974743,expected
1997,Philippines,PHL,Asia,12811,73908810,0.014531494,expected
2007,Philippines,PHL,Asia,55639,91075184,0.134730087,expected
2020,Philippines,PHL,Asia,88595,112081264,-0.564367316,low
1992,Philippines,PHL,Asia,9108,65926125,0.727540995,high
2016,Philippines,PHL,Asia,220518,106735719,0.220390906,expected
2004,Philippines,PHL,Asia,23040,86394504,-0.238323225,expected
2014,Philippines,PHL,Asia,113485,103767130,-0.352014729,expected
2001,Philippines,PHL,Asia,25002,81401488,0.181834955,expected
1994,Palau,PLW,Oceania,0,16770,-0.974798414,low
1990,Palau,PLW,Oceania,NA,15259,0.440218886,expected
2000,Palau,PLW,Oceania,1208,19178,3.895882157,high
2011,Palau,PLW,Oceania,334,18078,2.276137268,high
2020,Palau,PLW,Oceania,63,17792,-0.071414245,expected
2007,Palau,PLW,Oceania,80,19302,1.020903009,high
2012,Palau,PLW,Oceania,0,17765,-3.077277258,low
2008,Palau,PLW,Oceania,204,19009,1.948489528,high
2013,Palau,PLW,Oceania,9,17648,-1.461231007,low
2018,Palau,PLW,Oceania,570,17814,1.985118423,high
1992,Palau,PLW,Oceania,0,15989,-0.588241251,low
1996,Palau,PLW,Oceania,0,17654,-2.187890083,low
2021,Palau,PLW,Oceania,5,17783,-2.312314766,low
2017,Palau,PLW,Oceania,698,17812,2.213270002,high
1998,Palau,PLW,Oceania,14,18524,0.086779285,expected
2004,Palau,PLW,Oceania,37,19820,0.147534619,expected
1997,Palau,PLW,Oceania,0,18108,-1.723298397,low
2009,Palau,PLW,Oceania,4,18709,-1.841382717,low
2015,Palau,PLW,Oceania,NA,17770,0.202459069,expected
2019,Palau,PLW,Oceania,1347,17798,2.889215186,high
1993,Palau,PLW,Oceania,0,16372,-1.227834885,low
2001,Palau,PLW,Oceania,863,19352,3.382961034,high
2010,Palau,PLW,Oceania,9,18396,-1.253327817,low
2002,Palau,PLW,Oceania,45,19503,0.353484153,expected
2016,Palau,PLW,Oceania,NA,17797,0.53424786,high
2014,Palau,PLW,Oceania,13,17715,-1.309106136,low
1991,Palau,PLW,Oceania,0,15614,-0.047552385,expected
2023,Palau,PLW,Oceania,4,17727,-2.100056361,low
2003,Palau,PLW,Oceania,15,19659,-0.746755225,low
2005,Palau,PLW,Oceania,0,19819,-3.078036782,low
2006,Palau,PLW,Oceania,28,19593,-0.037919046,expected
1995,Palau,PLW,Oceania,857,17195,5.628716664,high
1999,Palau,PLW,Oceania,1,18901,-2.340752136,low
2022,Palau,PLW,Oceania,122,17759,0.929768434,high
2022,Puerto Rico,PRI,Caribbean,1023,3220137,1.3275213,high
2003,Puerto Rico,PRI,Caribbean,3730,3826095,-0.376735498,expected
2020,Puerto Rico,PRI,Caribbean,914,3281590,1.414812041,high
1994,Puerto Rico,PRI,Caribbean,22000,3649237,0.970040451,high
2016,Puerto Rico,PRI,Caribbean,168,3480432,-0.959516539,low
1992,Puerto Rico,PRI,Caribbean,13009,3585176,0.329753044,expected
2009,Puerto Rico,PRI,Caribbean,6588,3740410,0.295210739,expected
2008,Puerto Rico,PRI,Caribbean,3319,3760866,-0.506179325,low
1997,Puerto Rico,PRI,Caribbean,6893,3759430,0.024039939,expected
2015,Puerto Rico,PRI,Caribbean,1867,3535167,1.015469262,high
1995,Puerto Rico,PRI,Caribbean,6491,3683103,-0.179026181,expected
2023,Puerto Rico,PRI,Caribbean,1292,3203792,1.421911754,high
1998,Puerto Rico,PRI,Caribbean,17068,3781101,1.002064662,high
2019,Puerto Rico,PRI,Caribbean,47,3302691,-1.525138558,low
2021,Puerto Rico,PRI,Caribbean,636,3262711,0.970789912,high
2010,Puerto Rico,PRI,Caribbean,21265,3724465,1.642524608,high
2004,Puerto Rico,PRI,Caribbean,3277,3826878,-0.538349624,low
2007,Puerto Rico,PRI,Caribbean,10964,3782995,0.626768725,high
1991,Puerto Rico,PRI,Caribbean,10305,3562110,0.042121956,expected
2014,Puerto Rico,PRI,Caribbean,8880,3585017,2.123686522,high
1990,Puerto Rico,PRI,Caribbean,9444,3537000,-0.09923513,expected
2006,Puerto Rico,PRI,Caribbean,3036,3805214,-0.671479605,low
2001,Puerto Rico,PRI,Caribbean,5197,3818774,-0.035679911,expected
2005,Puerto Rico,PRI,Caribbean,5682,3821362,-0.025176459,expected
2018,Puerto Rico,PRI,Caribbean,0,3290690,-4.774697072,low
2017,Puerto Rico,PRI,Caribbean,0,3410837,-4.931176264,low
1999,Puerto Rico,PRI,Caribbean,4959,3800081,-0.165428452,expected
1993,Puerto Rico,PRI,Caribbean,6600,3615497,-0.294622837,expected
2000,Puerto Rico,PRI,Caribbean,2409,3810605,-0.833738208,low
2013,Puerto Rico,PRI,Caribbean,18164,3631427,2.409870268,high
2012,Puerto Rico,PRI,Caribbean,11774,3661045,1.60408037,high
1996,Puerto Rico,PRI,Caribbean,4631,3724655,-0.443003745,expected
2011,Puerto Rico,PRI,Caribbean,5623,3693464,0.557004126,high
2002,Puerto Rico,PRI,Caribbean,2883,3823701,-0.618983961,low
2011,Paraguay,PRY,South America,39063,5814626,0.348266102,expected
1997,Paraguay,PRY,South America,0,4794412,-2.164327368,low
2009,Paraguay,PRY,South America,13523,5671236,-0.071733327,expected
2015,Paraguay,PRY,South America,52907,6159103,0.048857511,expected
1991,Paraguay,PRY,South America,0,4144364,-0.49680684,expected
1990,Paraguay,PRY,South America,0,4035747,0.172823517,expected
2023,Paraguay,PRY,South America,327141,6844146,2.168265258,high
2014,Paraguay,PRY,South America,68652,6069811,0.368897352,expected
2021,Paraguay,PRY,South America,5715,6684182,-1.887660477,low
2019,Paraguay,PRY,South America,232275,6515058,1.702574315,high
1999,Paraguay,PRY,South America,24282,5003135,5.918949528,high
2022,Paraguay,PRY,South America,24984,6760464,-0.399612473,expected
2010,Paraguay,PRY,South America,42847,5737971,0.736324038,high
1992,Paraguay,PRY,South America,0,4253600,-0.043104044,expected
2018,Paraguay,PRY,South America,7840,6427382,-1.754447288,low
1995,Paraguay,PRY,South America,0,4579806,-0.773372243,low
2012,Paraguay,PRY,South America,144470,5897008,1.415446098,high
2008,Paraguay,PRY,South America,6143,5613574,-0.475975143,expected
1994,Paraguay,PRY,South America,0,4471417,-1.040857053,low
2017,Paraguay,PRY,South America,33819,6338660,-0.356518987,expected
1996,Paraguay,PRY,South America,0,4687543,-1.498146084,low
2013,Paraguay,PRY,South America,10014,5982445,-1.434279368,low
2020,Paraguay,PRY,South America,11457,6603739,-1.23794183,low
2001,Paraguay,PRY,South America,1871,5187689,1.902422033,high
2002,Paraguay,PRY,South America,137,5261328,-1.306222818,low
1998,Paraguay,PRY,South America,1164,4900025,3.777542907,high
2016,Paraguay,PRY,South America,18575,6249126,-0.997445054,low
2007,Paraguay,PRY,South America,1953,5559386,-1.201362966,low
2006,Paraguay,PRY,South America,28127,5505148,1.9194789,high
2005,Paraguay,PRY,South America,4271,5448097,0.524774587,high
1993,Paraguay,PRY,South America,0,4362696,0.025050423,expected
2004,Paraguay,PRY,South America,405,5388175,-1.312925888,low
2000,Paraguay,PRY,South America,38,5100868,-1.297741265,low
2003,Paraguay,PRY,South America,164,5326436,-1.680684344,low
1991,French Polynesia,PYF,Oceania,593,207744,1.028898239,high
2004,French Polynesia,PYF,Oceania,50,255654,-1.346222658,low
2016,French Polynesia,PYF,Oceania,7,279178,-2.912955624,low
2009,French Polynesia,PYF,Oceania,250,269481,0.166162566,expected
2007,French Polynesia,PYF,Oceania,176,266438,-0.205944998,expected
2018,French Polynesia,PYF,Oceania,2534,279815,2.932095526,high
2020,French Polynesia,PYF,Oceania,NA,279209,-1.737804722,low
2013,French Polynesia,PYF,Oceania,2155,274728,2.378177588,high
2010,French Polynesia,PYF,Oceania,12,270580,-2.780056665,low
2012,French Polynesia,PYF,Oceania,1523,273084,2.015259754,high
2002,French Polynesia,PYF,Oceania,47,247775,-1.261840302,low
2008,French Polynesia,PYF,Oceania,2479,268379,2.439015877,high
1994,French Polynesia,PYF,Oceania,206,218738,0.435279927,expected
2022,French Polynesia,PYF,Oceania,208,280378,0.833455685,high
1996,French Polynesia,PYF,Oceania,0,225489,-4.234363071,low
1990,French Polynesia,PYF,Oceania,518,203776,0.712225903,high
2019,French Polynesia,PYF,Oceania,242,279034,0.686603423,high
2003,French Polynesia,PYF,Oceania,59,251637,-1.110590937,low
1997,French Polynesia,PYF,Oceania,14,229121,-1.982820392,low
2017,French Polynesia,PYF,Oceania,151,280087,0.022618278,expected
2015,French Polynesia,PYF,Oceania,664,277866,1.320816486,high
1995,French Polynesia,PYF,Oceania,577,222118,1.560495189,high
2014,French Polynesia,PYF,Oceania,348,276387,0.601709232,high
2011,French Polynesia,PYF,Oceania,0,271727,-4.617433957,low
1992,French Polynesia,PYF,Oceania,355,211559,0.690439734,high
2005,French Polynesia,PYF,Oceania,818,259507,1.38428883,high
1993,French Polynesia,PYF,Oceania,134,215219,-0.127320227,expected
2000,French Polynesia,PYF,Oceania,32800,240337,5.417029086,high
2023,French Polynesia,PYF,Oceania,65,281118,-0.253972458,expected
2021,French Polynesia,PYF,Oceania,NA,279792,-1.055506868,low
2006,French Polynesia,PYF,Oceania,1897,263223,2.183652243,high
1998,French Polynesia,PYF,Oceania,33,232891,-1.266764934,low
1999,French Polynesia,PYF,Oceania,36,236595,-1.288938691,low
2001,French Polynesia,PYF,Oceania,230,244097,0.372974348,expected
1992,Saudi Arabia,SAU,Asia,0,11686676,-1.546799841,low
2005,Saudi Arabia,SAU,Asia,NA,20559890,0.158869634,expected
1995,Saudi Arabia,SAU,Asia,136,13289245,2.233340223,high
2002,Saudi Arabia,SAU,Asia,11,17910910,-2.149774468,low
2021,Saudi Arabia,SAU,Asia,3421,30784383,-0.195667658,expected
2007,Saudi Arabia,SAU,Asia,490,22368313,-0.354457596,expected
2001,Saudi Arabia,SAU,Asia,7,17041397,-2.263878797,low
2006,Saudi Arabia,SAU,Asia,1544,21459144,1.197930594,high
2023,Saudi Arabia,SAU,Asia,15010,33702731,1.161954839,high
2016,Saudi Arabia,SAU,Asia,5428,30954198,0.084334364,expected
2022,Saudi Arabia,SAU,Asia,1470,32175224,-1.092886748,low
1999,Saudi Arabia,SAU,Asia,26,15472075,-0.630831818,low
2020,Saudi Arabia,SAU,Asia,2375,31552510,-0.59917461,low
2017,Saudi Arabia,SAU,Asia,3462,30977355,-0.330935903,expected
1998,Saudi Arabia,SAU,Asia,31,14922185,-0.233312254,expected
2010,Saudi Arabia,SAU,Asia,3526,23978487,0.592051227,high
2004,Saudi Arabia,SAU,Asia,NA,19669480,-0.033882782,expected
1993,Saudi Arabia,SAU,Asia,1,12215862,-1.177721027,low
2009,Saudi Arabia,SAU,Asia,3350,24217654,0.814937256,high
2012,Saudi Arabia,SAU,Asia,1749,26168861,-0.621405806,low
2013,Saudi Arabia,SAU,Asia,6512,27624004,0.500137456,high
1997,Saudi Arabia,SAU,Asia,62,14374943,0.709032076,high
1996,Saudi Arabia,SAU,Asia,57,13831009,0.950664829,high
1991,Saudi Arabia,SAU,Asia,0,11160744,-0.930650333,low
2014,Saudi Arabia,SAU,Asia,2081,28309273,-0.751520276,low
1994,Saudi Arabia,SAU,Asia,315,12750040,3.575974672,high
2018,Saudi Arabia,SAU,Asia,5345,30196281,0.174814157,expected
2000,Saudi Arabia,SAU,Asia,17,16177722,-1.25820697,low
2015,Saudi Arabia,SAU,Asia,4312,29816382,-0.113182135,expected
2008,Saudi Arabia,SAU,Asia,913,23287877,-0.123052096,expected
2011,Saudi Arabia,SAU,Asia,3302,25091867,0.243797929,expected
2019,Saudi Arabia,SAU,Asia,2228,30063799,-0.650130358,low
2003,Saudi Arabia,SAU,Asia,NA,18786767,-0.203793252,expected
1990,Saudi Arabia,SAU,Asia,0,10640691,-0.727733414,low
1990,Singapore,SGP,Asia,1733,3047132,0.113439151,expected
2017,Singapore,SGP,Asia,2838,5612253,-1.292268433,low
2010,Singapore,SGP,Asia,5392,5076732,-0.340930897,expected
2013,Singapore,SGP,Asia,22405,5399162,0.840185968,high
1995,Singapore,SGP,Asia,2008,3524506,-0.094008086,expected
2022,Singapore,SGP,Asia,31853,5637022,0.908409666,high
1997,Singapore,SGP,Asia,4300,3796038,0.472708805,expected
2015,Singapore,SGP,Asia,11294,5535002,0.092997407,expected
2005,Singapore,SGP,Asia,14209,4265762,1.141729507,high
2006,Singapore,SGP,Asia,3136,4401365,-0.466550998,expected
2003,Singapore,SGP,Asia,4788,4114826,0.217213074,expected
2021,Singapore,SGP,Asia,5245,5453566,-0.791731721,low
1993,Singapore,SGP,Asia,947,3313471,-0.65979435,low
2012,Singapore,SGP,Asia,4734,5312437,-0.646855043,low
2019,Singapore,SGP,Asia,16007,5703569,0.377870849,expected
1994,Singapore,SGP,Asia,1239,3419048,-0.47782171,expected
2009,Singapore,SGP,Asia,4523,4987573,-0.430052737,expected
1999,Singapore,SGP,Asia,1355,3958723,-0.80379124,low
2016,Singapore,SGP,Asia,13110,5607283,0.233267434,expected
1992,Singapore,SGP,Asia,2878,3230698,0.51495779,high
1998,Singapore,SGP,Asia,5258,3927213,0.595109468,high
2020,Singapore,SGP,Asia,34959,5685807,1.118969353,high
2011,Singapore,SGP,Asia,5266,5183688,-0.453211271,expected
2007,Singapore,SGP,Asia,8826,4588599,0.457368764,expected
2001,Singapore,SGP,Asia,2379,4138012,-0.373964133,expected
2004,Singapore,SGP,Asia,9459,4166664,0.823849067,high
1996,Singapore,SGP,Asia,3128,3670704,0.24501931,expected
2023,Singapore,SGP,Asia,10243,5917648,-0.347174062,expected
2008,Singapore,SGP,Asia,7032,4839396,0.108437692,expected
2014,Singapore,SGP,Asia,18326,5469724,0.59656667,high
2018,Singapore,SGP,Asia,3283,5638676,-1.162996812,low
2000,Singapore,SGP,Asia,673,4027887,-1.559642235,low
2002,Singapore,SGP,Asia,3947,4175950,0.067232299,expected
1991,Singapore,SGP,Asia,2179,3135083,0.293489216,expected
2016,El Salvador,SLV,Central America,8789,6200800,-0.593515745,low
1999,El Salvador,SLV,Central America,556,5913900,-1.521374367,low
2000,El Salvador,SLV,Central America,2837,5943366,-0.065209826,expected
2009,El Salvador,SLV,Central America,14928,6048279,-0.068881654,expected
2018,El Salvador,SLV,Central America,8448,6219807,-0.361355255,expected
1994,El Salvador,SLV,Central America,8145,5714129,1.489317938,high
1991,El Salvador,SLV,Central America,1273,5495077,-0.393818616,expected
2002,El Salvador,SLV,Central America,17902,5986631,1.365015533,high
2017,El Salvador,SLV,Central America,4402,6213533,-1.149265312,low
2023,El Salvador,SLV,Central America,5863,6309624,-0.177880678,expected
2005,El Salvador,SLV,Central America,15083,6005578,0.578650758,high
1990,El Salvador,SLV,Central America,2381,5399726,0.207863928,expected
2010,El Salvador,SLV,Central America,22221,6068249,0.217708829,expected
2001,El Salvador,SLV,Central America,1039,5968060,-1.267896101,low
2013,El Salvador,SLV,Central America,28877,6138839,0.347966977,expected
2015,El Salvador,SLV,Central America,50169,6183676,1.029225219,high
2022,El Salvador,SLV,Central America,16542,6280319,0.771635675,high
1997,El Salvador,SLV,Central America,423,5844578,-1.562979327,low
2007,El Salvador,SLV,Central America,12376,6009824,0.027568294,expected
2008,El Salvador,SLV,Central America,5774,6029297,-0.886511857,low
2003,El Salvador,SLV,Central America,7298,5998599,0.256679083,expected
2012,El Salvador,SLV,Central America,43163,6113975,0.753252226,high
2004,El Salvador,SLV,Central America,13190,6004671,0.642630258,high
1992,El Salvador,SLV,Central America,884,5585609,-0.740146034,low
2006,El Salvador,SLV,Central America,21843,6002319,0.763891186,high
2014,El Salvador,SLV,Central America,53460,6162955,1.006209359,high
2021,El Salvador,SLV,Central America,5752,6255782,-0.376255175,expected
1998,El Salvador,SLV,Central America,1686,5880781,-0.27972242,expected
2020,El Salvador,SLV,Central America,5450,6234673,-0.539840598,low
1996,El Salvador,SLV,Central America,789,5805286,-0.883959262,low
1995,El Salvador,SLV,Central America,9529,5762131,1.632396098,high
2011,El Salvador,SLV,Central America,20623,6090127,0.060777352,expected
1993,El Salvador,SLV,Central America,9015,5659957,1.59043173,high
2019,El Salvador,SLV,Central America,27490,6222318,0.950964853,high
1999,Suriname,SUR,South America,695,466916,0.749392627,high
2010,Suriname,SUR,South America,93,549923,-0.180673943,expected
2015,Suriname,SUR,South America,15,581627,-1.261100316,low
2001,Suriname,SUR,South America,748,486560,0.442622575,expected
2007,Suriname,SUR,South America,41,531016,-1.584802919,low
2009,Suriname,SUR,South America,120,543568,-0.100962263,expected
2000,Suriname,SUR,South America,1069,476643,0.924994027,high
2021,Suriname,SUR,South America,10,617896,-1.527619304,low
1993,Suriname,SUR,South America,0,419352,-1.521805611,low
1997,Suriname,SUR,South America,90,448067,-0.345959387,expected
2019,Suriname,SUR,South America,98,605768,0.713058794,high
2023,Suriname,SUR,South America,287,628886,1.710254935,high
1996,Suriname,SUR,South America,677,438830,2.364637036,high
2016,Suriname,SUR,South America,6,587757,-2.014858586,low
2002,Suriname,SUR,South America,1081,496551,0.79519069,high
2017,Suriname,SUR,South America,7,593713,-1.892121167,low
1992,Suriname,SUR,South America,0,417589,-1.04100081,low
2014,Suriname,SUR,South America,23,575373,-0.965415262,low
2006,Suriname,SUR,South America,253,524997,-0.014128376,expected
1994,Suriname,SUR,South America,0,422375,-2.519867903,low
1990,Suriname,SUR,South America,0,412493,-0.175150635,expected
2005,Suriname,SUR,South America,2712,519313,2.130750656,high
2011,Suriname,SUR,South America,386,556269,1.398145681,high
2018,Suriname,SUR,South America,123,599513,0.932606844,high
1995,Suriname,SUR,South America,344,429606,2.514363244,high
2004,Suriname,SUR,South America,368,513923,-0.060234928,expected
2008,Suriname,SUR,South America,12,537245,-2.494922284,low
1998,Suriname,SUR,South America,1140,457406,1.639190256,high
1991,Suriname,SUR,South America,0,415013,-0.927873697,low
2020,Suriname,SUR,South America,563,612317,2.459999796,high
2013,Suriname,SUR,South America,21,569020,-1.186208808,low
2012,Suriname,SUR,South America,781,562633,2.255784462,high
2022,Suriname,SUR,South America,17,623164,-1.033524739,low
2003,Suriname,SUR,South America,284,506414,-0.463233359,expected
2001,Thailand,THA,Asia,139327,63651141,0.849279705,high
2016,Thailand,THA,Asia,38466,70859841,-0.332781306,expected
2020,Thailand,THA,Asia,72519,71641484,0.28181743,expected
2018,Thailand,THA,Asia,87212,71376079,0.486483639,expected
2021,Thailand,THA,Asia,10617,71727332,-1.668572907,low
2006,Thailand,THA,Asia,42456,66567687,-0.12297237,expected
1992,Thailand,THA,Asia,41125,56528834,-0.31076371,expected
2008,Thailand,THA,Asia,89626,67619830,0.623521124,high
1995,Thailand,THA,Asia,60330,59098232,-0.023547646,expected
1998,Thailand,THA,Asia,129954,61522630,0.693936372,high
2009,Thailand,THA,Asia,25194,68121080,-0.655428019,low
1994,Thailand,THA,Asia,51688,58260854,-0.138209826,expected
2010,Thailand,THA,Asia,53149,68579447,0.073024767,expected
1993,Thailand,THA,Asia,67017,57408198,0.155054663,expected
2017,Thailand,THA,Asia,31843,71160187,-0.518340989,low
2005,Thailand,THA,Asia,45893,66017420,-0.064222318,expected
2000,Thailand,THA,Asia,18617,63007815,-1.200724717,low
1991,Thailand,THA,Asia,43511,55637434,-0.244817923,expected
1996,Thailand,THA,Asia,38109,59920064,-0.512389161,low
2022,Thailand,THA,Asia,46678,71735329,-0.240936023,expected
2007,Thailand,THA,Asia,62949,67102394,0.275167275,expected
1997,Thailand,THA,Asia,101689,60724584,0.449456174,expected
2013,Thailand,THA,Asia,87502,69845114,0.503408574,high
2015,Thailand,THA,Asia,86953,70540795,0.480841886,expected
2019,Thailand,THA,Asia,131157,71522271,0.886712577,high
2002,Thailand,THA,Asia,114800,64266437,0.704867721,high
1990,Thailand,THA,Asia,92002,54738329,0.505124166,high
2014,Thailand,THA,Asia,23170,70216367,-0.837614957,low
2004,Thailand,THA,Asia,38367,65452047,-0.279845383,expected
1999,Thailand,THA,Asia,24900,62299043,-0.939106603,low
2012,Thailand,THA,Asia,39321,69436098,-0.274934721,expected
2003,Thailand,THA,Asia,62767,64868166,0.159215041,expected
2011,Thailand,THA,Asia,29759,69007208,-0.529070955,low
2023,Thailand,THA,Asia,159219,71702435,0.922474328,high
2005,Tonga,TON,Oceania,0,105671,-2.130102168,low
2017,Tonga,TON,Oceania,368,105356,2.420668659,high
2022,Tonga,TON,Oceania,1232,105042,4.226885044,high
1999,Tonga,TON,Oceania,0,102046,-1.749366843,low
2000,Tonga,TON,Oceania,0,102677,-1.204771638,low
2009,Tonga,TON,Oceania,30,107203,0.348137558,expected
2002,Tonga,TON,Oceania,80,103874,3.023258944,high
2012,Tonga,TON,Oceania,NA,107460,0.266025264,expected
2014,Tonga,TON,Oceania,1559,106609,3.624707482,high
1996,Tonga,TON,Oceania,0,100275,-1.942593785,low
2023,Tonga,TON,Oceania,10,104597,-0.518015848,low
1990,Tonga,TON,Oceania,122,99700,2.058869999,high
2013,Tonga,TON,Oceania,51,107078,0.260977542,expected
2021,Tonga,TON,Oceania,0,105490,-2.959831668,low
2019,Tonga,TON,Oceania,4,105669,-1.614271406,low
2016,Tonga,TON,Oceania,100,105524,0.984591379,high
1997,Tonga,TON,Oceania,460,100674,5.052944215,high
2006,Tonga,TON,Oceania,62,106253,1.807624099,high
2020,Tonga,TON,Oceania,0,105704,-3.271765045,low
1992,Tonga,TON,Oceania,9,100022,0.148727127,expected
2004,Tonga,TON,Oceania,0,105071,-2.315723353,low
1998,Tonga,TON,Oceania,0,101388,-1.214019012,low
1994,Tonga,TON,Oceania,0,100166,-1.551133713,low
2008,Tonga,TON,Oceania,273,107020,2.778796136,high
1991,Tonga,TON,Oceania,35,99895,1.165781093,high
1995,Tonga,TON,Oceania,3,100225,-0.125987914,expected
2010,Tonga,TON,Oceania,0,107400,-3.210315673,low
2003,Tonga,TON,Oceania,3,104464,-0.433256799,expected
2015,Tonga,TON,Oceania,NA,106095,0.202459069,expected
2001,Tonga,TON,Oceania,0,103288,-1.611661994,low
2011,Tonga,TON,Oceania,0,107570,-3.17169632,low
2018,Tonga,TON,Oceania,14,105567,-0.641032533,low
2007,Tonga,TON,Oceania,195,106726,2.687076552,high
1993,Tonga,TON,Oceania,1,100103,-1.420773633,low
1990,Trinidad And Tobago,TTO,Caribbean,526,1252208,1.958300503,high
1995,Trinidad And Tobago,TTO,Caribbean,4295,1295169,2.409310175,high
1997,Trinidad And Tobago,TTO,Caribbean,745,1305836,0.045333425,expected
2022,Trinidad And Tobago,TTO,Caribbean,52,1365805,-0.545261785,low
2021,Trinidad And Tobago,TTO,Caribbean,20,1367558,-1.554567443,low
2008,Trinidad And Tobago,TTO,Caribbean,2358,1308587,2.085553165,high
2001,Trinidad And Tobago,TTO,Caribbean,2158,1325567,0.690638139,high
2015,Trinidad And Tobago,TTO,Caribbean,1687,1349667,2.473263211,high
2011,Trinidad And Tobago,TTO,Caribbean,1242,1328019,1.975648673,high
2000,Trinidad And Tobago,TTO,Caribbean,2017,1319774,0.618354948,high
1991,Trinidad And Tobago,TTO,Caribbean,36,1262171,-1.001738987,low
2002,Trinidad And Tobago,TTO,Caribbean,5973,1332011,1.784107198,high
2019,Trinidad And Tobago,TTO,Caribbean,416,1363985,1.262138554,high
1998,Trinidad And Tobago,TTO,Caribbean,2984,1310225,1.217829908,high
2016,Trinidad And Tobago,TTO,Caribbean,1801,1353895,2.544179239,high
1999,Trinidad And Tobago,TTO,Caribbean,1200,1314708,0.167093773,expected
2020,Trinidad And Tobago,TTO,Caribbean,59,1366725,-0.580027075,low
1996,Trinidad And Tobago,TTO,Caribbean,3983,1300928,2.002902824,high
2007,Trinidad And Tobago,TTO,Caribbean,47,1303188,-2.020250758,low
